nome_bairro,nome_grupo,desc_atividade,total,n
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,122922,15
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MÓVEIS,122922,15
BOA VIAGEM,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,122922,15
BOA VIAGEM,SERVICOS DE INFORMATICA,Desenvolvimento de programas de computador sob encomenda,122922,15
BOA VISTA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","Servicos de acabamento grafico, exceto encadernacao e plastificacao",14778,15
CASA AMARELA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",29180,15
CORDEIRO,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,41164,15
CORDEIRO,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,41164,15
ENCRUZILHADA,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,11940,15
ESPINHEIRO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,10438,15
IBURA,TRANSPORTE E COMUNICACAO,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",50617,15
IBURA,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",50617,15
IMBIRIBEIRA,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,48512,15
MADALENA,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,23082,15
SAO JOSE,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,8688,15
SAO JOSE,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","Servicos de acabamento grafico, exceto encadernacao e plastificacao",8688,15
VARZEA,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,70453,15
VARZEA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,70453,15
ZUMBI,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,6033,15
AFOGADOS,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",36265,14
AFOGADOS,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,36265,14
BOA VIAGEM,DIVERSOES PUBLICAS,PRODUÇÃO MUSICAL,122922,14
BOA VIAGEM,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO",122922,14
BOA VIAGEM,SERVICOS DE INFORMATICA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,122922,14
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,14778,14
BOA VISTA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,14778,14
CORDEIRO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,41164,14
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",41164,14
CORDEIRO,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,41164,14
ENCRUZILHADA,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,11940,14
ENCRUZILHADA,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,11940,14
ENCRUZILHADA,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,11940,14
ENCRUZILHADA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,11940,14
ESPINHEIRO,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,10438,14
IBURA,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,50617,14
IMBIRIBEIRA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,48512,14
IMBIRIBEIRA,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,48512,14
IPSEP,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,25029,14
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,52200,14
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,25414,14
SANTO AMARO,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,27939,14
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",27939,14
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,27939,14
SANTO ANTONIO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,285,14
SAO JOSE,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",8688,14
TORRE,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",17903,14
AREIAS,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",29894,13
AREIAS,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,29894,13
BOA VIAGEM,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",122922,13
BOA VIAGEM,EDUCACAO,ENSINO DE ESPORTES,122922,13
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,122922,13
BOA VIAGEM,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS",122922,13
BOA VISTA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,14778,13
CAMPO GRANDE,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,32149,13
CASA AMARELA,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,29180,13
CASA AMARELA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,29180,13
ENCRUZILHADA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,11940,13
GRACAS,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,20538,13
GRACAS,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,20538,13
GRACAS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SERVIÇOS ADVOCATÍCIOS,20538,13
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,48512,13
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO",48512,13
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,25029,13
IPSEP,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",25029,13
JORDAO,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",20777,13
MADALENA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição de jornais não diários,23082,13
PINA,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",29176,13
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MÓVEIS,29176,13
PINA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",HOTÉIS,29176,13
PRADO,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,11694,13
PRADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,11694,13
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE VIAGEM,285,13
SAO JOSE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,8688,13
SOLEDADE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,2495,13
TORROES,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",32015,13
AFOGADOS,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,36265,12
AREIAS,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",29894,12
BOA VIAGEM,BELEZA E HIGIENE PESSOAL,Atividades de estetica e outros servicos de cuidados com a beleza,122922,12
BOA VIAGEM,CONSTRUCAO CIVIL,LOTEAMENTO DE IMOVEIS PROPRIOS,122922,12
BOA VIAGEM,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS,122922,12
BOA VIAGEM,TRANSPORTE E COMUNICACAO,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,122922,12
BOA VISTA,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",14778,12
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",14778,12
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,14778,12
CASA AMARELA,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",29180,12
CASA AMARELA,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,29180,12
CASA AMARELA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,29180,12
CORDEIRO,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,41164,12
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,41164,12
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",41164,12
ENCRUZILHADA,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,11940,12
ESPINHEIRO,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SERVIÇOS ADVOCATÍCIOS,10438,12
ESPINHEIRO,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",10438,12
GRACAS,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",20538,12
ILHA DO RETIRO,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,3740,12
IMBIRIBEIRA,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",48512,12
IMBIRIBEIRA,"CONTABILIDADE, CONSULTORIA E ASSESSORIA","ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",48512,12
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",48512,12
IMBIRIBEIRA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,48512,12
IPSEP,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS","COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",25029,12
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,25029,12
IPSEP,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",25029,12
IPUTINGA,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,52200,12
IPUTINGA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",52200,12
IPUTINGA,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",52200,12
MADALENA,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",23082,12
MADALENA,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,23082,12
PRADO,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,11694,12
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,25414,12
SANTO AMARO,GUARDA E LOCACAO DE BENS MOVEIS,Atividades de monitoramento de sistemas de segurança eletrônico,27939,12
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",27939,12
SANTO AMARO,SERVICOS FUNERARIOS,SERVIÇOS DE FUNERÁRIAS,27939,12
SANTO AMARO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,27939,12
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,285,12
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,285,12
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",285,12
SAO JOSE,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE OUTROS EQUIP E ART DE USO PESSOAL E DOMÉST NÃO ESP ANTER,8688,12
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",8688,12
TAMARINEIRA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,14124,12
TAMARINEIRA,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,14124,12
VARZEA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,70453,12
VARZEA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",70453,12
VARZEA,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,70453,12
VARZEA,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",70453,12
AFOGADOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,36265,11
AFOGADOS,TRANSPORTE E COMUNICACAO,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",36265,11
BOA VIAGEM,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,122922,11
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,122922,11
BOA VISTA,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,14778,11
BOA VISTA,"CONTABILIDADE, CONSULTORIA E ASSESSORIA","ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",14778,11
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",14778,11
BOA VISTA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ADMINISTRAÇÃO PÚBLICA EM GERAL,14778,11
CAMPO GRANDE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,32149,11
CASA AMARELA,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,29180,11
CASA AMARELA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,29180,11
CASA AMARELA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,29180,11
CASA AMARELA,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,29180,11
CASA FORTE,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,6750,11
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,41164,11
ENCRUZILHADA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",11940,11
GRACAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,20538,11
IMBIRIBEIRA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",48512,11
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,Atividades de monitoramento de sistemas de segurança eletrônico,48512,11
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,48512,11
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS",48512,11
IPSEP,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,25029,11
IPUTINGA,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS","COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",52200,11
IPUTINGA,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,52200,11
MADALENA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SERVIÇOS ADVOCATÍCIOS,23082,11
PINA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",29176,11
RECIFE,INSTITUICOES FINANCEIRAS E SECURITARIAS,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",602,11
RECIFE,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",602,11
RECIFE,SERVICOS DE INFORMATICA,Desenvolvimento de programas de computador sob encomenda,602,11
SAN MARTIN,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,25414,11
SANTO AMARO,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,27939,11
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,27939,11
SANTO AMARO,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,27939,11
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,8688,11
TORRE,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,17903,11
AFOGADOS,COMERCIO ATACADISTA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,36265,10
AFOGADOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,36265,10
AFOGADOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,36265,10
AREIAS,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,29894,10
BOA VIAGEM,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,122922,10
BOA VIAGEM,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",122922,10
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,122922,10
BOA VIAGEM,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,122922,10
BOA VIAGEM,TECNICO-CIENTIFICO,SERVIÇOS DE ARQUITETURA,122922,10
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,14778,10
BOA VISTA,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",14778,10
BOA VISTA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",HOTÉIS,14778,10
CAMPO GRANDE,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",32149,10
CAMPO GRANDE,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,32149,10
CASA AMARELA,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,29180,10
CASA AMARELA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,29180,10
CASA AMARELA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,29180,10
CASA FORTE,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",6750,10
CASA FORTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,6750,10
ENCRUZILHADA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,11940,10
ESPINHEIRO,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,10438,10
ESPINHEIRO,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,10438,10
GRACAS,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",20538,10
GRACAS,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,20538,10
GRACAS,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,20538,10
ILHA DO RETIRO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,3740,10
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,48512,10
